OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402046,6/11/2014,9:10:00,EDT,USGS-02207435,NWIS-98576884,,Not Detected,,Trichloroethylene,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,39180,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",6/19/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402046,6/11/2014,9:10:00,EDT,USGS-02207435,NWIS-98576886,,Not Detected,,HCFC-22,Recoverable,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,45028,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",6/19/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402046,6/11/2014,9:10:00,EDT,USGS-02207435,NWIS-98576887,,Not Detected,,HFC-152a,Recoverable,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,49538,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",6/19/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402046,6/11/2014,9:10:00,EDT,USGS-02207435,NWIS-98576889,,Not Detected,,CFC-114,Total,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,50985,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",6/19/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402046,6/11/2014,9:10:00,EDT,USGS-02207435,NWIS-98576895,,Not Detected,,2-Propen-1-ol,Total,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,68729,,,,,,,,,,,,,,,,,,,,,,,,,,,GM016,USGS,"VOCs, wu, HP&T GC/MS SIM (NWQL)",,,,"USGS-National Water Quality Lab, Denver, CO",6/18/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402046,6/11/2014,9:10:00,EDT,USGS-02207435,NWIS-98576916,,Not Detected,,Bromochloromethane,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,77297,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",6/19/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088685,,Not Detected,,Fipronil Desulfinyl,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66607,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/28/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088686,,Not Detected,,Fipronil Sulfide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66610,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/28/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088695,,Not Detected,,Tetraconazole,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66654,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/28/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088700,,Not Detected,,Albuterol,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67437,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM56,USGS,"Pharma, wf, LC/MS/MS (Sch 2440)",,,,"USGS-National Water Quality Lab, Denver, CO",5/29/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088707,,Not Detected,,Dehydronifedipine,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67445,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM56,USGS,"Pharma, wf, LC/MS/MS (Sch 2440)",,,,"USGS-National Water Quality Lab, Denver, CO",5/29/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088708,,Not Detected,,"1,7-Dimethylxanthine",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67446,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM56,USGS,"Pharma, wf, LC/MS/MS (Sch 2440)",,,,"USGS-National Water Quality Lab, Denver, CO",5/29/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088709,,Not Detected,,"Ethanamine, 2-(diphenylmethoxy)-N,N-dimethyl-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67447,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM56,USGS,"Pharma, wf, LC/MS/MS (Sch 2440)",,,,"USGS-National Water Quality Lab, Denver, CO",5/29/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088725,,Not Detected,,Dilantin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67466,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM56,USGS,"Pharma, wf, LC/MS/MS (Sch 2440)",,,,"USGS-National Water Quality Lab, Denver, CO",5/29/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088745,,,,Metformin,Dissolved,333,ng/l,,Accepted,,Actual,,,,,,,,,,,67492,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM56,USGS,"Pharma, wf, LC/MS/MS (Sch 2440)",,,,"USGS-National Water Quality Lab, Denver, CO",5/29/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088768,,,,Tramadol,Dissolved,6.96,ng/l,,Accepted,,Actual,,,,,,,,,,,67517,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM56,USGS,"Pharma, wf, LC/MS/MS (Sch 2440)",,,,"USGS-National Water Quality Lab, Denver, CO",5/29/2014,,,,,,,value extrapolated at low endbelow the reporting level but at or above the detection level,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088788,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/28/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088794,,Not Detected,,Glyburide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68002,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM56,USGS,"Pharma, wf, LC/MS/MS (Sch 2440)",,,,"USGS-National Water Quality Lab, Denver, CO",5/29/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088808,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/28/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088823,,Not Detected,,"Benzamide, 2-amino-N-(1-methylethyl)-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68503,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/28/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088826,,Not Detected,,4-(Hydroxymethyl) pendimethalin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68511,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/28/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088848,,,,"2-Chloro-4,6-diamino-s-triazine",Dissolved,29.5,ng/l,,Accepted,,Estimated,,,,,,,,,,The associated laboratory reagent spike did not meet the method's data quality or variability acceptance criteria,68547,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/28/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088886,,Not Detected,,O-Ethyl O-methyl S-propyl phosphorothioate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68597,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/28/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98088924,,Not Detected,,Metochlor ESA,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68651,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/28/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401558,5/13/2014,12:00:00,EDT,USGS-02336526,NWIS-98089004,,,,Diazinon-D10,Dissolved,104,%,,Accepted,,Actual,,,,,,,,,,,90523,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/28/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401773,5/22/2014,11:00:00,EDT,USGS-02336410,NWIS-98372934,,,,Fipronil Desulfinyl,Dissolved,1.84,ng/l,,Accepted,,Actual,,,,,,,,,,,66607,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/5/2014,,,,,,,below the detection level,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401773,5/22/2014,11:00:00,EDT,USGS-02336410,NWIS-98372935,,,,Fipronil Sulfide,Dissolved,1.39,ng/l,,Accepted,,Actual,,,,,,,,,,,66610,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/5/2014,,,,,,,below the detection level,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401773,5/22/2014,11:00:00,EDT,USGS-02336410,NWIS-98372944,,Not Detected,,Tetraconazole,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66654,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/6/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401773,5/22/2014,11:00:00,EDT,USGS-02336410,NWIS-98372951,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/6/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401773,5/22/2014,11:00:00,EDT,USGS-02336410,NWIS-98372952,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/6/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401773,5/22/2014,11:00:00,EDT,USGS-02336410,NWIS-98372964,,Not Detected,,"Benzamide, 2-amino-N-(1-methylethyl)-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68503,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/6/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401773,5/22/2014,11:00:00,EDT,USGS-02336410,NWIS-98372967,,Not Detected,,4-(Hydroxymethyl) pendimethalin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68511,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/5/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401773,5/22/2014,11:00:00,EDT,USGS-02336410,NWIS-98372989,,,,"2-Chloro-4,6-diamino-s-triazine",Dissolved,47.7,ng/l,,Accepted,,Actual,,,,,,,,,,,68547,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/6/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401773,5/22/2014,11:00:00,EDT,USGS-02336410,NWIS-98373027,,Not Detected,,O-Ethyl O-methyl S-propyl phosphorothioate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68597,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/6/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401773,5/22/2014,11:00:00,EDT,USGS-02336410,NWIS-98373065,,Not Detected,,Metochlor ESA,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68651,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/5/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401773,5/22/2014,11:00:00,EDT,USGS-02336410,NWIS-98373147,,,,Diazinon-D10,Dissolved,88,%,,Accepted,,Actual,,,,,,,,,,,90523,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/6/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401922,6/4/2014,9:00:00,EDT,USGS-02344620,NWIS-98490794,,,,Diazinon-D10,Dissolved,90.8,%,,Accepted,,Actual,,,,,,,,,,,90523,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/21/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401922,6/4/2014,9:00:00,EDT,USGS-02344620,NWIS-98490582,,Not Detected,,Fipronil Desulfinyl,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66607,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/20/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401922,6/4/2014,9:00:00,EDT,USGS-02344620,NWIS-98490583,,Not Detected,,Fipronil Sulfide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66610,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/20/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401922,6/4/2014,9:00:00,EDT,USGS-02344620,NWIS-98490592,,Not Detected,,Tetraconazole,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66654,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/21/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401922,6/4/2014,9:00:00,EDT,USGS-02344620,NWIS-98490599,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/21/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401922,6/4/2014,9:00:00,EDT,USGS-02344620,NWIS-98490600,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/21/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401922,6/4/2014,9:00:00,EDT,USGS-02344620,NWIS-98490612,,Not Detected,,"Benzamide, 2-amino-N-(1-methylethyl)-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68503,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/21/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401922,6/4/2014,9:00:00,EDT,USGS-02344620,NWIS-98490615,,Not Detected,,4-(Hydroxymethyl) pendimethalin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68511,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/20/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401922,6/4/2014,9:00:00,EDT,USGS-02344620,NWIS-98490637,,Not Detected,,"2-Chloro-4,6-diamino-s-triazine",Dissolved,,,,Accepted,,Actual,,,,,,,,,,Instrument sensitivity has changed requiring the non-detect value be raised to lowest detected instrument detection level standard,68547,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/21/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401922,6/4/2014,9:00:00,EDT,USGS-02344620,NWIS-98490675,,Not Detected,,O-Ethyl O-methyl S-propyl phosphorothioate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68597,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/21/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401922,6/4/2014,9:00:00,EDT,USGS-02344620,NWIS-98490714,,Not Detected,,Metochlor ESA,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68651,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/20/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401971,6/5/2014,12:00:00,EDT,USGS-02338840,NWIS-98542392,,Not Detected,,Fipronil Desulfinyl,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66607,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/20/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401971,6/5/2014,12:00:00,EDT,USGS-02338840,NWIS-98542393,,Not Detected,,Fipronil Sulfide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66610,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/20/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401971,6/5/2014,12:00:00,EDT,USGS-02338840,NWIS-98542606,,,,Diazinon-D10,Dissolved,94.1,%,,Accepted,,Actual,,,,,,,,,,,90523,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/20/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401971,6/5/2014,12:00:00,EDT,USGS-02338840,NWIS-98542402,,Not Detected,,Tetraconazole,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66654,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/20/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401971,6/5/2014,12:00:00,EDT,USGS-02338840,NWIS-98542409,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/20/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401971,6/5/2014,12:00:00,EDT,USGS-02338840,NWIS-98542410,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/20/2014,,,,,,,,,,,,,,NWIS
